id,minutes,position,GW,avg_points_5,points,avg_influence_5,avg_creativity_5,bps,clean_sheets_5,goals_conceded_5,tackles_5,defensive_contribution_5
5,90.0,2,6,5.0,13,19.839999999999996,1.72,20.4,3,2,5,35
5,90.0,2,7,6.4,9,30.639999999999997,2.1599999999999997,22.6,2,3,7,47
5,90.0,2,8,7.0,12,32.88,1.9,24.0,2,3,9,56
5,90.0,2,9,9.0,9,36.480000000000004,3.94,29.0,3,2,8,58
5,90.0,2,10,9.0,12,36.32,5.92,29.0,3,2,6,57
5,90.0,2,11,11.0,1,39.6,7.720000000000001,34.2,4,1,6,60
5,90.0,2,12,8.6,0,28.52,10.299999999999999,28.6,4,2,4,46
5,72.0,2,13,6.8,0,23.6,9.899999999999999,22.0,3,2,2,34
5,54.0,2,14,4.4,0,16.919999999999998,7.58,15.4,2,2,2,25
5,36.0,2,15,2.6,0,11.48,5.340000000000001,9.0,1,2,2,16
5,18.0,2,16,0.2,0,4.279999999999999,3.08,1.2,0,2,1,5
5,0.0,2,17,0.0,0,0.0,0.0,0.0,0,0,0,0
5,0.0,2,18,0.0,1,0.0,0.0,0.0,0,0,0,0
5,3.8,2,19,0.2,15,0.0,0.04,0.4,0,0,0,1
5,19.0,2,20,3.2,9,9.559999999999999,0.31999999999999995,8.4,1,0,0,5
5,37.0,2,21,5.0,6,20.639999999999997,0.6199999999999999,11.6,1,2,2,17
5,55.0,2,22,6.2,8,24.999999999999996,2.0799999999999996,16.6,2,2,2,23
5,73.0,2,23,7.8,1,28.919999999999998,2.3999999999999995,22.2,3,2,3,30
5,87.2,2,24,7.8,8,31.6,3.2,22.0,3,5,4,35
5,90.0,2,25,6.4,6,28.76,3.0800000000000005,20.0,3,5,6,44
5,90.0,2,26,5.8,3,21.12,3.12,22.4,4,3,5,39
5,90.0,2,27,5.2,4,25.36,2.9400000000000004,20.2,3,4,9,51
5,90.0,2,28,4.4,2,28.0,5.62,18.8,2,6,8,50
5,90.0,2,29,4.6,9,28.959999999999997,5.14,21.0,2,4,10,50
5,90.0,2,30,4.8,11,23.56,5.1000000000000005,20.4,1,5,12,48
5,90.0,2,31,5.8,9,27.639999999999997,4.82,22.8,1,5,12,58
5,90.0,2,32,7.0,4,23.28,4.140000000000001,26.0,2,4,9,50
5,90.0,2,33,7.0,0,19.919999999999998,1.2599999999999998,24.2,2,4,10,52
5,90.0,2,34,6.6,8,20.8,0.9400000000000001,22.2,2,5,8,53
5,90.0,2,35,6.4,6,24.92,3.72,22.6,3,4,5,51
5,90.0,2,36,5.4,11,22.119999999999997,4.08,20.0,3,4,5,42
5,90.0,2,37,5.8,6,24.0,3.72,20.4,3,4,5,44
5,90.0,2,38,6.2,1,22.16,3.8200000000000003,22.4,4,2,5,40
6,54.8,2,6,3.6,1,14.959999999999999,1.04,14.2,2,1,8,31
6,45.8,2,7,2.0,6,9.76,3.38,10.8,1,1,4,18
6,45.8,2,8,2.0,6,11.719999999999999,3.4,11.4,1,1,4,21
6,63.0,2,9,3.0,1,14.6,3.96,15.8,2,1,4,22
6,72.0,2,10,3.2,6,16.080000000000002,4.26,17.8,2,1,4,23
6,72.0,2,11,4.0,1,15.52,4.88,20.6,3,0,2,20
6,81.0,2,12,4.0,2,17.88,3.4200000000000004,19.8,3,2,2,25
6,81.0,2,13,3.2,0,15.36,3.28,16.2,2,3,3,22
6,63.0,2,14,2.0,0,11.879999999999999,2.7199999999999998,11.0,1,3,3,18
6,54.0,2,15,1.8,0,10.4,2.42,9.0,1,3,3,17
6,36.0,2,16,0.6,2,6.56,1.2,3.2,0,3,1,11
6,36.0,2,17,0.8,6,6.4,1.3199999999999998,5.2,0,2,2,10
6,36.0,2,18,1.6,2,6.68,1.3,8.2,1,1,1,11
6,54.0,2,19,2.0,2,8.76,1.46,10.2,1,2,1,14
6,72.0,2,20,2.4,1,10.639999999999999,1.6600000000000001,12.2,1,3,3,18
6,90.0,2,21,2.6,7,14.0,1.8200000000000003,14.0,1,5,7,26
6,90.0,2,22,3.6,8,13.479999999999999,4.66,16.8,2,4,6,26
6,90.0,2,23,4.0,1,13.6,6.580000000000001,17.0,2,4,8,25
6,90.0,2,24,3.8,6,14.440000000000001,13.38,16.0,2,6,8,26
6,90.0,2,25,4.6,7,14.6,13.8,18.2,3,5,6,25
6,90.0,2,26,5.8,0,15.319999999999999,14.919999999999998,22.0,4,3,3,28
6,72.0,2,27,4.4,1,12.56,11.059999999999999,16.4,3,3,3,23
6,72.0,2,28,3.0,2,12.639999999999999,9.4,12.2,2,5,4,26
6,72.0,2,29,3.2,10,13.039999999999997,2.94,13.0,2,3,5,30
6,72.0,2,30,4.0,0,17.72,2.3400000000000003,14.0,1,4,6,33
6,54.0,2,31,2.6,11,13.64,1.06,8.4,0,4,5,22
6,72.0,2,32,4.8,1,20.360000000000003,7.42,15.6,1,4,8,34
6,72.0,2,33,4.8,3,20.080000000000002,9.040000000000001,16.6,1,4,6,32
6,72.0,2,34,5.0,7,21.520000000000003,9.040000000000001,17.4,1,5,7,34
6,72.0,2,35,4.4,6,17.72,9.4,17.8,2,4,7,34
6,90.0,2,36,5.6,5,22.16,14.280000000000001,23.2,3,4,7,40
6,90.0,2,37,4.4,8,19.880000000000003,8.56,21.2,3,4,6,36
6,90.0,2,38,5.8,0,20.48,6.76,24.2,4,2,5,37
7,76.2,2,6,7.0,1,18.6,8.84,20.6,3,2,8,20
7,75.8,2,7,4.6,6,12.08,11.780000000000001,14.0,2,3,7,19
7,78.0,2,8,3.2,6,6.24,8.58,11.6,2,3,10,24
7,78.0,2,9,4.0,6,6.8,9.8,15.0,3,2,9,22
7,80.8,2,10,4.2,6,6.640000000000001,8.04,17.0,3,2,7,20
7,77.0,2,11,5.0,1,9.120000000000001,7.459999999999999,22.2,4,1,5,22
7,81.2,2,12,5.0,2,10.68,5.66,22.0,4,2,5,24
7,84.4,2,13,4.2,0,10.84,5.040000000000001,18.6,3,3,5,25
7,75.4,2,14,3.0,7,11.32,3.6799999999999997,14.4,2,3,7,29
7,77.2,2,15,3.2,1,15.36,3.8,15.8,2,3,12,37
7,80.0,2,16,2.2,0,13.479999999999999,3.7600000000000002,9.6,1,4,14,36
7,62.0,2,17,2.0,6,11.200000000000001,2.2,9.8,1,2,14,31
7,62.0,2,18,2.8,0,12.48,2.64,13.0,2,1,12,31
7,53.0,2,19,2.8,0,9.48,2.4,12.0,2,1,9,22
7,35.0,2,20,1.4,0,4.5200000000000005,1.52,5.4,1,1,4,13
7,18.0,2,21,1.2,0,3.2,0.9,5.0,1,0,1,7
7,18.0,2,22,1.2,0,3.2,0.9,5.0,1,0,1,7
7,0.0,2,23,0.0,0,0.0,0.0,0.0,0,0,0,0
7,0.0,2,24,0.0,1,0.0,0.0,0.0,0,0,0,0
7,3.0,2,25,0.2,6,0.04,0.12,0.4,0,0,0,1
7,16.2,2,26,1.4,1,1.0,0.58,4.0,1,0,2,5
7,18.0,2,27,1.6,1,1.28,0.8400000000000001,4.4,1,0,2,6
7,18.2,2,28,1.8,0,1.32,0.9,4.2,1,1,2,6
7,18.2,2,29,1.8,0,1.32,0.9,4.2,1,1,2,6
7,15.2,2,30,1.6,1,1.2799999999999998,0.7799999999999999,3.8,1,1,2,5
7,7.2,2,31,0.6,6,1.2399999999999998,0.5,0.6,0,1,1,3
7,20.0,2,32,1.6,0,3.2,3.78,6.0,1,1,1,4
7,19.8,2,33,1.4,0,3.1599999999999997,3.7199999999999998,6.2,1,0,1,4
7,19.8,2,34,1.4,0,3.1599999999999997,3.7199999999999998,6.2,1,0,1,4
7,19.8,2,35,1.4,6,3.1599999999999997,3.7199999999999998,6.2,1,0,1,4
7,32.6,2,36,2.4,1,7.279999999999999,6.06,9.8,2,0,1,8
7,27.0,2,37,1.4,8,5.119999999999999,2.8,3.8,1,0,1,6
7,41.2,2,38,3.0,1,7.4799999999999995,9.459999999999999,9.2,2,0,1,7
8,68.2,2,6,7.0,2,29.240000000000002,13.620000000000001,25.0,2,2,17,30
8,82.4,2,7,7.4,11,33.559999999999995,21.2,27.6,2,3,17,33
8,87.8,2,8,4.8,6,18.6,18.86,22.6,2,3,19,36
8,87.8,2,9,5.6,6,19.68,22.74,26.6,3,2,19,33
8,87.8,2,10,5.2,6,18.08,23.48,24.2,3,2,19,31
8,90.0,2,11,6.2,1,15.76,20.94,25.0,4,1,14,27
8,90.0,2,12,6.0,5,13.439999999999998,14.559999999999999,24.4,4,2,15,25
8,90.0,2,13,4.8,2,12.4,14.16,17.0,3,3,9,17
8,90.0,2,14,4.0,1,11.080000000000002,8.42,13.2,2,4,10,19
8,81.2,2,15,3.0,3,10.12,5.140000000000001,8.8,1,4,8,18
8,81.2,2,16,2.4,2,13.84,5.260000000000001,6.2,0,6,9,24
8,81.2,2,17,2.6,6,12.84,7.3,6.2,0,5,6,22
8,81.2,2,18,2.8,0,11.64,7.0,10.2,1,4,9,24
8,63.2,2,19,2.4,9,9.6,6.380000000000001,8.6,1,3,6,18
8,70.4,2,20,4.0,3,12.440000000000001,10.780000000000001,13.6,2,3,7,18
8,70.4,2,21,4.0,6,13.960000000000003,14.88,13.8,2,3,6,18
8,70.4,2,22,4.8,5,14.559999999999999,12.320000000000002,17.2,3,2,6,21
8,70.4,2,23,4.6,1,12.84,10.100000000000001,15.4,3,2,3,20
8,88.4,2,24,4.8,5,13.920000000000002,10.56,15.0,3,5,5,22
8,90.0,2,25,4.0,6,11.4,9.4,13.4,3,5,6,22
8,90.0,2,26,4.6,2,7.4,5.58,16.6,4,3,8,19
8,90.0,2,27,3.8,1,7.8,9.2,14.8,3,4,9,17
8,90.0,2,28,3.0,3,10.36,10.379999999999999,13.2,2,6,11,19
8,83.2,2,29,3.4,8,14.440000000000001,17.560000000000002,16.4,2,4,10,18
8,83.2,2,30,4.0,13,13.239999999999998,16.400000000000002,17.4,1,5,9,19
8,83.2,2,31,5.4,1,18.2,19.919999999999998,19.2,1,5,10,26
8,72.6,2,32,5.2,0,17.0,15.879999999999999,16.8,1,4,11,27
8,54.6,2,33,5.0,0,14.36,14.26,15.0,1,2,9,23
8,43.4,2,34,4.4,0,9.2,6.62,12.2,1,1,8,22
8,25.4,2,35,2.8,0,8.68,4.48,7.2,1,0,7,18
8,7.4,2,36,0.2,0,1.4,0.32,0.6,0,0,2,4
8,0.0,2,37,0.0,0,0.0,0.0,0.0,0,0,0,0
8,0.0,2,38,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,6,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,7,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,8,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,9,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,10,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,11,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,12,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,13,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,14,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,15,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,16,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,17,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,18,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,19,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,20,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,21,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,22,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,23,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,24,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,25,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,26,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,27,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,28,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,29,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,30,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,31,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,32,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,33,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,34,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,35,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,36,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,37,0.0,0,0.0,0.0,0.0,0,0,0,0
9,0.0,2,38,0.0,0,0.0,0.0,0.0,0,0,0,0
10,13.2,2,6,0.4,1,0.8800000000000001,1.1400000000000001,1.8,0,0,1,2
10,10.0,2,7,0.6,1,0.8400000000000001,1.32,2.4,0,0,1,1
10,7.8,2,8,0.6,0,0.64,0.6399999999999999,1.4,0,0,0,2
10,7.8,2,9,0.6,1,0.64,0.6399999999999999,1.4,0,0,0,2
10,3.8,2,10,0.6,1,0.68,0.3,1.4,0,0,0,2
10,4.0,2,11,0.8,0,1.08,0.3,2.0,0,0,0,3
10,3.6,2,12,0.6,1,1.08,0.12,1.6,0,0,0,3
10,0.8,2,13,0.6,0,0.4800000000000001,0.06,1.8,0,0,0,1
10,9.8,2,14,0.6,0,0.56,0.5,1.6,0,1,1,4
10,9.4,2,15,0.4,1,0.52,0.44000000000000006,1.0,0,1,1,4
10,10.0,2,16,0.4,1,0.32,0.44000000000000006,0.2,0,2,1,3
10,21.8,2,17,0.6,0,1.92,5.18,1.8,0,3,2,5
10,21.6,2,18,0.4,1,1.8800000000000001,5.18,1.2,0,3,2,5
10,26.6,2,19,0.6,1,3.28,5.16,2.2,0,3,1,5
10,29.2,2,20,0.8,0,3.3199999999999994,5.2,2.0,0,4,1,5
10,28.4,2,21,0.6,1,3.12,5.2,2.2,0,3,1,5
10,23.2,2,22,0.6,0,2.3600000000000003,2.48,1.6,0,2,1,4
10,23.2,2,23,0.6,0,2.3600000000000003,2.48,1.6,0,2,1,4
10,9.2,2,24,0.4,0,0.8800000000000001,2.0599999999999996,0.8,0,1,1,1
10,6.6,2,25,0.2,0,0.8400000000000001,2.02,1.0,0,0,1,1
10,6.6,2,26,0.2,0,0.8400000000000001,2.02,1.0,0,0,1,1
10,0.0,2,27,0.0,0,0.0,0.0,0.0,0,0,0,0
10,0.0,2,28,0.0,0,0.0,0.0,0.0,0,0,0,0
10,0.0,2,29,0.0,0,0.0,0.0,0.0,0,0,0,0
10,0.0,2,30,0.0,0,0.0,0.0,0.0,0,0,0,0
10,0.0,2,31,0.0,0,0.0,0.0,0.0,0,0,0,0
10,0.0,2,32,0.0,1,0.0,0.0,0.0,0,0,0,0
10,18.0,2,33,0.2,0,2.8,0.45999999999999996,1.0,0,2,2,5
10,18.0,2,34,0.2,1,2.8,0.45999999999999996,1.0,0,2,2,5
10,19.8,2,35,0.4,6,3.88,0.58,1.6,0,2,2,6
10,37.8,2,36,1.6,6,6.2,3.6799999999999997,7.2,1,2,4,9
10,55.8,2,37,2.8,1,7.4799999999999995,4.7,11.8,2,2,4,10
10,41.2,2,38,2.8,2,4.68,4.300000000000001,11.4,2,0,2,5
11,14.0,2,6,1.2,0,3.08,2.2600000000000002,4.6,1,0,2,8
11,0.0,2,7,0.0,0,0.0,0.0,0.0,0,0,0,0
11,0.0,2,8,0.0,0,0.0,0.0,0.0,0,0,0,0
11,0.0,2,9,0.0,0,0.0,0.0,0.0,0,0,0,0
11,0.0,2,10,0.0,0,0.0,0.0,0.0,0,0,0,0
11,0.0,2,11,0.0,0,0.0,0.0,0.0,0,0,0,0
11,0.0,2,12,0.0,0,0.0,0.0,0.0,0,0,0,0
11,0.0,2,13,0.0,0,0.0,0.0,0.0,0,0,0,0
11,0.0,2,14,0.0,14,0.0,0.0,0.0,0,0,0,0
11,18.0,2,15,2.8,1,9.959999999999999,5.9,9.2,1,0,6,13
11,36.0,2,16,3.0,1,14.76,9.42,12.8,1,2,9,18
11,42.0,2,17,3.2,0,14.76,11.1,13.4,1,2,9,18
11,42.0,2,18,3.2,0,14.76,11.1,13.4,1,2,9,18
11,42.0,2,19,3.2,1,14.76,11.1,13.4,1,2,9,18
11,25.4,2,20,0.6,0,5.4,7.26,4.0,0,3,3,6
11,7.4,2,21,0.4,0,0.6,3.7400000000000007,0.4,0,1,0,1
11,1.4,2,22,0.2,6,0.6,2.06,-0.2,0,1,0,1
11,19.4,2,23,1.4,1,2.32,4.9799999999999995,4.0,1,1,1,5
11,25.8,2,24,1.6,0,4.4399999999999995,5.18,4.4,1,2,2,10
11,24.4,2,25,1.4,0,3.84,3.12,4.6,1,1,2,9
11,24.4,2,26,1.4,0,3.84,3.12,4.6,1,1,2,9
11,24.4,2,27,1.4,0,3.84,3.12,4.6,1,1,2,9
11,6.4,2,28,0.2,0,2.12,0.2,0.4,0,1,1,5
11,0.0,2,29,0.0,0,0.0,0.0,0.0,0,0,0,0
11,0.0,2,30,0.0,0,0.0,0.0,0.0,0,0,0,0
11,0.0,2,31,0.0,0,0.0,0.0,0.0,0,0,0,0
11,0.0,2,32,0.0,1,0.0,0.0,0.0,0,0,0,0
11,15.0,2,33,0.2,1,4.04,2.46,2.6,0,2,2,9
11,18.2,2,34,0.4,6,4.36,3.14,3.2,0,2,2,10
11,36.2,2,35,1.6,6,6.24,4.62,7.8,1,2,2,13
11,52.6,2,36,2.8,1,8.64,7.580000000000001,13.2,2,2,2,17
11,58.0,2,37,3.0,0,8.680000000000001,8.14,13.8,2,2,2,17
11,43.0,2,38,2.8,0,4.64,5.680000000000001,11.2,2,0,0,8
13,0.0,2,6,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,7,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,8,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,9,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,10,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,11,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,12,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,13,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,14,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,15,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,16,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,17,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,18,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,19,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,20,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,21,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,22,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,23,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,24,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,25,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,26,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,27,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,28,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,29,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,30,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,31,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,32,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,33,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,34,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,35,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,36,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,37,0.0,0,0.0,0.0,0.0,0,0,0,0
13,0.0,2,38,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,6,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,7,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,8,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,9,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,10,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,11,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,12,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,13,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,14,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,15,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,16,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,17,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,18,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,19,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,20,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,21,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,22,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,23,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,24,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,25,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,26,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,27,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,28,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,29,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,30,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,31,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,32,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,33,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,34,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,35,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,36,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,37,0.0,0,0.0,0.0,0.0,0,0,0,0
14,0.0,2,38,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,6,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,7,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,8,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,9,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,10,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,11,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,12,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,13,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,14,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,15,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,16,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,17,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,18,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,19,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,20,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,21,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,22,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,23,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,24,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,25,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,26,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,27,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,28,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,29,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,30,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,31,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,32,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,33,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,34,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,35,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,36,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,37,0.0,0,0.0,0.0,0.0,0,0,0,0
15,0.0,2,38,0.0,0,0.0,0.0,0.0,0,0,0,0
662,40.4,2,6,2.2,1,10.28,0.4800000000000001,11.2,1,1,8,19
662,49.4,2,7,2.4,0,11.04,0.5200000000000001,11.4,1,2,8,23
662,44.2,2,8,2.2,0,10.079999999999998,0.5200000000000001,10.0,1,2,6,21
662,27.2,2,9,1.8,1,5.04,0.36,7.2,1,1,2,12
662,18.2,2,10,0.6,0,3.12,2.2,2.2,0,1,0,9
662,18.0,2,11,0.4,1,3.12,2.2,1.6,0,1,0,9
662,9.4,2,12,0.4,1,2.4400000000000004,2.2600000000000002,1.4,0,1,0,5
662,9.8,2,13,0.6,1,2.48,2.2600000000000002,2.0,0,1,0,5
662,27.8,2,14,0.8,1,4.96,3.2600000000000002,3.8,0,2,2,10
662,27.4,2,15,0.8,0,3.4,1.9600000000000002,4.2,0,2,3,7
662,27.4,2,16,0.8,0,3.4,1.9600000000000002,4.2,0,2,3,7
662,27.0,2,17,0.6,0,3.3200000000000003,1.86,4.2,0,1,3,7
662,26.6,2,18,0.4,0,3.28,1.86,3.6,0,1,3,7
662,8.6,2,19,0.2,0,0.8,0.86,1.8,0,0,1,2
662,0.0,2,20,0.0,0,0.0,0.0,0.0,0,0,0,0
662,0.0,2,21,0.0,0,0.0,0.0,0.0,0,0,0,0
662,0.0,2,22,0.0,0,0.0,0.0,0.0,0,0,0,0
662,0.0,2,23,0.0,0,0.0,0.0,0.0,0,0,0,0
662,0.0,2,24,0.0,0,0.0,0.0,0.0,0,0,0,0
662,0.0,2,25,0.0,0,0.0,0.0,0.0,0,0,0,0
662,0.0,2,26,0.0,4,0.0,0.0,0.0,0,0,0,0
662,18.0,2,27,0.8,0,5.88,0.5599999999999999,2.6,0,1,3,13
662,18.0,2,28,0.8,1,5.88,0.5599999999999999,2.6,0,1,3,13
662,24.6,2,29,1.0,0,8.84,2.8200000000000003,5.6,0,1,8,20
662,24.6,2,30,1.0,5,8.84,2.8200000000000003,5.6,0,1,8,20
662,37.2,2,31,2.0,1,11.88,2.8800000000000003,10.4,1,1,9,29
662,29.6,2,32,1.4,1,8.08,5.0,10.2,1,0,9,21
662,32.4,2,33,1.6,0,8.68,5.18,10.8,1,0,9,22
662,40.4,2,34,1.4,0,7.6800000000000015,3.1800000000000006,9.0,1,2,7,22
662,40.4,2,35,1.4,1,7.6800000000000015,3.1800000000000006,9.0,1,2,7,22
662,29.2,2,36,0.6,0,4.680000000000001,3.1800000000000006,4.6,0,2,6,14
662,27.8,2,37,0.4,6,3.4799999999999995,3.12,2.4,0,2,4,11
662,43.0,2,38,1.4,4,6.32,6.840000000000001,6.4,1,2,8,15
725,0.0,2,6,0.0,1,0.0,0.0,0.0,0,0,0,0
725,1.6,2,7,0.2,1,0.0,0.06,0.8,0,0,0,0
725,5.2,2,8,0.4,0,0.16,0.12,1.4,0,0,0,0
725,5.2,2,9,0.4,2,0.16,0.12,1.4,0,0,0,0
