id,minutes,position,GW,avg_points_5,points,avg_influence_5,avg_creativity_5,bps,clean_sheets_5,saves_5,goals_conceded_5,penalties_saved_5
2,0.0,1,31,0.0,0,0.0,0.0,0.0,0,0,0,0
2,0.0,1,32,0.0,0,0.0,0.0,0.0,0,0,0,0
2,0.0,1,33,0.0,0,0.0,0.0,0.0,0,0,0,0
2,0.0,1,34,0.0,0,0.0,0.0,0.0,0,0,0,0
2,0.0,1,35,0.0,0,0.0,0.0,0.0,0,0,0,0
2,0.0,1,36,0.0,0,0.0,0.0,0.0,0,0,0,0
2,0.0,1,37,0.0,0,0.0,0.0,0.0,0,0,0,0
2,0.0,1,38,0.0,2,0.0,0.0,0.0,0,0,0,0
3,0.0,1,6,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,7,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,8,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,9,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,10,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,11,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,12,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,13,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,14,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,15,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,16,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,17,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,18,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,19,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,20,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,21,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,22,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,23,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,24,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,25,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,26,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,27,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,28,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,29,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,30,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,31,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,32,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,33,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,34,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,35,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,36,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,37,0.0,0,0.0,0.0,0.0,0,0,0,0
3,0.0,1,38,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,6,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,7,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,8,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,9,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,10,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,11,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,12,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,13,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,14,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,15,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,16,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,17,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,18,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,19,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,20,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,21,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,22,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,23,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,24,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,25,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,26,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,27,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,28,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,29,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,30,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,31,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,32,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,33,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,34,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,35,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,36,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,37,0.0,0,0.0,0.0,0.0,0,0,0,0
4,0.0,1,38,0.0,0,0.0,0.0,0.0,0,0,0,0
32,54.0,1,6,2.2,3,10.36,0.0,10.8,1,6,2,0
32,72.0,1,7,2.8,1,14.959999999999999,0.6,13.4,1,9,3,0
32,72.0,1,8,2.6,2,14.680000000000001,0.6,12.2,1,9,3,0
32,90.0,1,9,3.0,8,17.96,0.6,14.2,1,11,4,0
32,90.0,1,10,3.4,1,19.36,0.6,15.2,1,12,4,0
32,90.0,1,11,3.0,14,17.32,0.6,13.6,1,11,5,0
32,90.0,1,12,5.2,3,21.0,0.0,18.2,2,11,4,1
32,90.0,1,13,5.6,7,24.279999999999998,0.0,19.4,2,13,4,1
32,90.0,1,14,6.6,0,27.279999999999994,0.0,23.4,3,15,3,1
32,72.0,1,15,5.0,4,21.839999999999996,0.0,17.0,2,12,3,1
32,72.0,1,16,5.6,0,27.8,0.0,20.4,2,17,2,1
32,54.0,1,17,2.8,3,19.52,0.0,13.2,1,14,2,0
32,54.0,1,18,2.8,2,19.759999999999998,0.0,13.8,1,16,2,0
32,54.0,1,19,1.8,1,17.0,0.0,9.8,0,14,3,0
32,72.0,1,20,2.0,3,19.96,0.0,9.4,0,17,7,0
32,72.0,1,21,1.8,1,18.04,0.0,9.0,0,14,7,0
32,81.0,1,22,2.0,2,20.44,0.0,11.6,0,15,7,0
32,81.0,1,23,1.8,10,16.56,0.0,9.8,0,12,7,0
32,81.0,1,24,3.4,2,20.160000000000004,0.0,15.4,1,14,6,0
32,81.0,1,25,3.6,6,18.48,0.02,17.0,1,11,3,0
32,81.0,1,26,4.2,8,22.6,0.02,18.4,1,14,3,0
32,90.0,1,27,5.6,3,24.44,0.02,21.6,2,16,3,0
32,90.0,1,28,5.8,1,27.720000000000006,0.02,22.4,2,17,3,0
32,90.0,1,29,4.0,1,21.8,0.04,16.0,1,13,5,0
32,90.0,1,30,3.8,2,27.96,2.02,17.4,1,17,8,0
32,90.0,1,31,3.0,6,23.560000000000002,2.02,13.2,1,13,10,0
32,90.0,1,32,2.6,0,21.88,2.02,12.6,1,11,10,0
32,72.0,1,33,2.0,2,16.68,2.02,10.0,1,8,9,0
32,72.0,1,34,2.2,3,22.32,2.0,10.6,1,12,10,0
32,72.0,1,35,2.6,2,22.560000000000002,0.0,12.8,1,13,7,0
32,72.0,1,36,2.6,6,21.76,0.0,13.8,1,13,6,0
32,72.0,1,37,2.6,2,27.6,2.0,14.0,0,16,8,0
32,90.0,1,38,3.0,0,31.72,2.0,15.4,0,19,10,0
33,36.0,1,6,1.4,0,5.08,0.0,4.4,1,4,3,0
33,18.0,1,7,0.0,0,1.16,0.0,-1.4,0,1,3,0
33,18.0,1,8,0.0,0,1.16,0.0,-1.4,0,1,3,0
33,0.0,1,9,0.0,0,0.0,0.0,0.0,0,0,0,0
33,0.0,1,10,0.0,0,0.0,0.0,0.0,0,0,0,0
33,0.0,1,11,0.0,0,0.0,0.0,0.0,0,0,0,0
33,0.0,1,12,0.0,0,0.0,0.0,0.0,0,0,0,0
33,0.0,1,13,0.0,0,0.0,0.0,0.0,0,0,0,0
33,0.0,1,14,0.0,1,0.0,0.0,0.0,0,0,0,0
33,18.0,1,15,0.2,0,4.8,0.0,1.0,0,4,3,0
33,18.0,1,16,0.2,1,4.8,0.0,1.0,0,4,3,0
33,36.0,1,17,0.4,0,6.44,0.0,2.4,0,5,5,0
33,36.0,1,18,0.4,0,6.44,0.0,2.4,0,5,5,0
33,36.0,1,19,0.4,0,6.44,0.0,2.4,0,5,5,0
33,18.0,1,20,0.2,0,1.64,0.0,1.4,0,1,2,0
33,18.0,1,21,0.2,2,1.64,0.0,1.4,0,1,2,0
33,9.0,1,22,0.4,0,7.040000000000001,0.0,3.4,0,4,0,0
33,9.0,1,23,0.4,0,7.040000000000001,0.0,3.4,0,4,0,0
33,9.0,1,24,0.4,0,7.040000000000001,0.0,3.4,0,4,0,0
33,9.0,1,25,0.4,0,7.040000000000001,0.0,3.4,0,4,0,0
33,9.0,1,26,0.4,0,7.040000000000001,0.0,3.4,0,4,0,0
33,0.0,1,27,0.0,0,0.0,0.0,0.0,0,0,0,0
33,0.0,1,28,0.0,0,0.0,0.0,0.0,0,0,0,0
33,0.0,1,29,0.0,0,0.0,0.0,0.0,0,0,0,0
33,0.0,1,30,0.0,0,0.0,0.0,0.0,0,0,0,0
33,0.0,1,31,0.0,0,0.0,0.0,0.0,0,0,0,0
33,0.0,1,32,0.0,3,0.0,0.0,0.0,0,0,0,0
33,18.0,1,33,0.6,0,5.08,0.0,2.8,0,4,1,0
33,18.0,1,34,0.6,0,5.08,0.0,2.8,0,4,1,0
33,18.0,1,35,0.6,0,5.08,0.0,2.8,0,4,1,0
33,18.0,1,36,0.6,0,5.08,0.0,2.8,0,4,1,0
33,18.0,1,37,0.6,0,5.08,0.0,2.8,0,4,1,0
33,0.0,1,38,0.0,2,0.0,0.0,0.0,0,0,0,0
34,0.0,1,6,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,7,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,8,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,9,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,10,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,11,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,12,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,13,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,14,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,15,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,16,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,17,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,18,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,19,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,20,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,21,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,22,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,23,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,24,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,25,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,26,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,27,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,28,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,29,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,30,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,31,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,32,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,33,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,34,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,35,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,36,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,37,0.0,0,0.0,0.0,0.0,0,0,0,0
34,0.0,1,38,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,6,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,7,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,8,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,9,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,10,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,11,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,12,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,13,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,14,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,15,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,16,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,17,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,18,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,19,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,20,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,21,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,22,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,23,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,24,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,25,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,26,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,27,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,28,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,29,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,30,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,31,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,32,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,33,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,34,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,35,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,36,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,37,0.0,0,0.0,0.0,0.0,0,0,0,0
35,0.0,1,38,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,6,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,7,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,8,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,9,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,10,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,11,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,12,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,13,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,14,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,15,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,16,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,17,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,18,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,19,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,20,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,21,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,22,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,23,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,24,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,25,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,26,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,27,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,28,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,29,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,30,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,31,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,32,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,33,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,34,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,35,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,36,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,37,0.0,0,0.0,0.0,0.0,0,0,0,0
688,0.0,1,38,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,6,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,7,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,8,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,9,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,10,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,11,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,12,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,13,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,14,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,15,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,16,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,17,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,18,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,19,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,20,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,21,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,22,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,23,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,24,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,25,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,26,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,27,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,28,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,29,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,30,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,31,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,32,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,33,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,34,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,35,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,36,0.0,0,0.0,0.0,0.0,0,0,0,0
703,0.0,1,37,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,6,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,7,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,8,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,9,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,10,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,11,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,12,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,13,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,14,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,15,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,16,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,17,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,18,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,19,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,20,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,21,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,22,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,23,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,24,0.0,0,0.0,0.0,0.0,0,0,0,0
757,0.0,1,25,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,6,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,7,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,8,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,9,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,10,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,11,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,12,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,13,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,14,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,15,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,16,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,17,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,18,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,19,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,20,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,21,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,22,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,23,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,24,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,25,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,26,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,27,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,28,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,29,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,30,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,31,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,32,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,33,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,34,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,35,0.0,0,0.0,0.0,0.0,0,0,0,0
183,0.0,1,36,0.0,2,0.0,0.0,0.0,0,0,0,0
183,18.0,1,37,0.4,2,6.16,0.0,2.6,0,5,2,0
183,36.0,1,38,0.8,3,9.76,0.0,4.4,0,7,3,0
